source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,percentile,95,9.74,97.4,3.8346,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,mean,,4.859,48.59,1.913,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,std_dev,,0.385,3.85,0.1516,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,percentile,5,4.226,42.26,1.6638,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,percentile,50,4.859,48.59,1.913,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,30-34,393,percentile,95,5.492,54.92,2.1622,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,mean,,17.37,173.7,6.8386,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,std_dev,,0.84,8.4,0.3307,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,5,15.99,159.9,6.2953,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,50,17.37,173.7,6.8386,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,95,18.76,187.6,7.3858,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,mean,,9.93,99.3,3.9094,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,std_dev,,0.64,6.4,0.252,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,5,8.89,88.9,3.5,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,50,9.93,99.3,3.9094,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,95,10.98,109.8,4.3228,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,mean,,7.75,77.5,3.0512,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,std_dev,,0.46,4.6,0.1811,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,5,6.98,69.8,2.748,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,50,7.75,77.5,3.0512,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,percentile,95,8.51,85.1,3.3504,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,mean,,4.532,45.32,1.7843,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,female,30-34,120,std_dev,,0.373,3.73,0.1469,
